equipment_type,equipment_name,brand,age,condition,usage_frequency,fuel_type,horsepower,maintenance_score,location,demand_level,rental_duration_preference,fuel_efficiency,technology_level,weather_dependency,seasonal_demand_multiplier,rental_price_per_day
Manure Spreader,Mower Model 48,Brand C,8,Good,153,Hybrid,52,0.12340111580827817,Rural,0.10386634935106809,Long-Term,11.156312395876924,Advanced,High,1.0,274.36
Tractor,Seed Drill Model 24,Brand A,3,Good,172,Diesel,360,0.10304931841377252,Suburban,0.783791011837918,Short-Term,10.729644541492686,Basic,Medium,1.3,6389.0
Tractor,Sprayer Model 16,Brand A,13,Good,226,Electric,443,0.6848776067791639,Suburban,0.8012359361232904,Short-Term,5.762905854316148,Intermediate,High,1.3,5347.13
Sprayer,Sprayer Model 13,Brand B,1,Fair,214,Electric,51,0.04866009938515459,Suburban,0.5048970543830971,Long-Term,10.398657685742501,Advanced,Medium,0.9,377.01
Manure Spreader,Seed Drill Model 50,Brand A,7,Good,228,Hybrid,96,0.6124396817326586,Urban,0.9588768497462808,Short-Term,10.008859510230526,Intermediate,High,1.0,1161.51
Sprayer,Mower Model 29,Brand A,10,Good,15,Diesel,117,0.5962694434003136,Urban,0.9875488071009353,Long-Term,12.689804854157076,Advanced,Medium,0.9,1599.65
Tractor,Plough Model 27,Brand B,1,Fair,274,Hybrid,372,0.4283308809341845,Rural,0.014449670943003756,Short-Term,9.371048025691088,Basic,Low,1.3,2803.21
Plough,Manure Spreader Model 26,Brand A,4,Fair,194,Hybrid,371,0.7548708065109522,Suburban,0.18545454949309692,Short-Term,8.238566238672114,Basic,Low,1.0,2360.26
Harrow,Tractor Model 3,Brand A,9,Good,143,Hybrid,292,0.1805710063351108,Rural,0.35248297212446367,Short-Term,8.338520906269448,Intermediate,High,1.0,2594.6
Cultivator,Mower Model 49,Brand A,3,Good,110,Hybrid,293,0.02751681932181782,Urban,0.0577517768118182,Short-Term,6.434844933021781,Intermediate,High,1.1,4122.49
Manure Spreader,Sprayer Model 16,Brand D,14,Poor,157,Diesel,155,0.2533675571901932,Suburban,0.49342496796206925,Short-Term,7.950502904039068,Basic,Medium,1.0,519.07
Tractor,Harrow Model 24,Brand B,7,Poor,257,Hybrid,418,0.06671265118018732,Urban,0.8949787721850884,Short-Term,11.252504355250231,Basic,Medium,1.3,3014.82
Combine Harvester,Seed Drill Model 39,Brand D,9,Poor,101,Hybrid,295,0.06987270799111933,Suburban,0.5493619033515514,Long-Term,13.615134968658872,Basic,High,1.2,1147.68
Sprayer,Harrow Model 1,Brand A,10,New,151,Hybrid,226,0.7609054588823484,Rural,0.6027596035125592,Short-Term,7.425723717826119,Advanced,Low,0.9,2821.7
Plough,Seed Drill Model 15,Brand B,7,Good,115,Electric,408,0.8952237538028915,Suburban,0.8710321943916406,Short-Term,11.177812804738842,Intermediate,High,1.0,5782.25
Harrow,Harrow Model 29,Brand B,14,Good,122,Diesel,135,0.6570924899313597,Suburban,0.9941453574992956,Long-Term,10.965882384691705,Basic,High,1.0,1044.04
Tractor,Plough Model 49,Brand D,11,Good,201,Hybrid,367,0.4666257990094774,Urban,0.19162783017841267,Long-Term,7.060086914859738,Basic,Low,1.3,1462.75
Tractor,Seed Drill Model 4,Brand B,7,Poor,289,Diesel,447,0.0050207494586754775,Urban,0.3953171638792601,Short-Term,11.88268446319643,Intermediate,Low,1.3,2577.53
Mower,Tractor Model 30,Brand D,14,Good,103,Diesel,297,0.221792592986769,Suburban,0.2528690717320361,Short-Term,9.962378240435115,Basic,Low,0.8,1385.68
Tractor,Sprayer Model 26,Brand B,11,Good,260,Electric,261,0.7449346863821525,Rural,0.5155839498665722,Short-Term,12.461160130516747,Basic,High,1.3,1936.14
Mower,Cultivator Model 19,Brand B,3,Good,215,Electric,159,0.800039462020766,Rural,0.795363327925926,Long-Term,10.839019811508411,Basic,Low,0.8,1133.69
Sprayer,Combine Harvester Model 22,Brand B,7,Good,82,Hybrid,153,0.12426026845713001,Urban,0.4096032567850696,Short-Term,5.3930288583355335,Advanced,Medium,0.9,2199.96
Seed Drill,Cultivator Model 50,Brand D,1,Poor,169,Diesel,224,0.9970931484797729,Urban,0.5010056359133224,Short-Term,5.5857099450909855,Advanced,High,1.2,2201.44
Harrow,Seed Drill Model 29,Brand C,12,Poor,102,Hybrid,122,0.8060897249805925,Rural,0.03768778509029591,Short-Term,11.909554361511201,Advanced,High,1.0,479.04
Combine Harvester,Tractor Model 23,Brand A,12,Good,271,Hybrid,444,0.8370324698887862,Urban,0.7876466047771323,Short-Term,10.637522506492736,Basic,Medium,1.2,4062.16
Seed Drill,Tractor Model 46,Brand C,10,Good,295,Hybrid,334,0.633418248451949,Rural,0.7346105068965031,Long-Term,6.226693976692824,Intermediate,Low,1.2,2220.66
Plough,Seed Drill Model 30,Brand A,13,Good,38,Hybrid,328,0.3495022143008565,Suburban,0.5033282888052795,Short-Term,5.138872427478136,Basic,High,1.0,4187.85
Sprayer,Seed Drill Model 16,Brand D,11,Good,297,Electric,384,0.9993388000782322,Urban,0.5579693304016166,Short-Term,7.429150060907404,Basic,Low,0.9,1834.23
Plough,Harrow Model 41,Brand D,4,Good,232,Electric,157,0.8204653746066656,Suburban,0.7129281854230786,Short-Term,11.356424243123763,Advanced,Low,1.0,1763.2
Mower,Seed Drill Model 36,Brand D,3,Good,132,Electric,412,0.37769148111426065,Suburban,0.19248414588443052,Long-Term,7.441528746260109,Basic,Low,0.8,2179.02
Sprayer,Seed Drill Model 4,Brand D,9,Fair,28,Electric,149,0.09412414160324323,Rural,0.2237436669204954,Short-Term,8.176837524772003,Basic,High,0.9,839.54
Tractor,Manure Spreader Model 39,Brand B,7,Fair,41,Electric,334,0.464506302925903,Rural,0.8008248773992402,Short-Term,10.89025470889584,Intermediate,Low,1.3,5790.73
Harrow,Seed Drill Model 10,Brand C,5,New,199,Electric,157,0.8334074042584744,Urban,0.4470801229990926,Long-Term,14.263458569724635,Advanced,High,1.0,1367.71
Seed Drill,Sprayer Model 47,Brand D,11,Good,128,Hybrid,206,0.9787038085563059,Suburban,0.7138281138485327,Short-Term,8.589939643740315,Advanced,High,1.2,2382.69
Harrow,Cultivator Model 34,Brand A,13,Good,60,Hybrid,400,0.0914410048357509,Urban,0.8180126791859116,Long-Term,8.159629637846983,Advanced,Medium,1.0,5307.38
Mower,Cultivator Model 50,Brand D,4,Fair,57,Electric,159,0.19681302624651897,Rural,0.5219974403784734,Short-Term,5.799477739394056,Intermediate,Low,0.8,1514.75
Manure Spreader,Plough Model 34,Brand D,6,Good,181,Electric,266,0.3463460053303805,Urban,0.7435698145460231,Long-Term,6.328034315427814,Basic,Medium,1.0,1707.61
Seed Drill,Combine Harvester Model 7,Brand D,7,Fair,153,Diesel,356,0.9226647407348444,Rural,0.6478401956369607,Long-Term,8.779030351489702,Basic,Medium,1.2,1984.76
Mower,Manure Spreader Model 18,Brand C,1,Fair,225,Hybrid,232,0.08868169611174337,Suburban,0.9361352333534512,Short-Term,10.495183425031621,Intermediate,Low,0.8,2007.71
Harrow,Cultivator Model 49,Brand B,13,Good,88,Diesel,114,0.26813400960018385,Urban,0.5199869257736707,Long-Term,6.81660529750951,Intermediate,Medium,1.0,913.94
Combine Harvester,Combine Harvester Model 8,Brand D,6,Good,30,Electric,119,0.9012267249477771,Rural,0.6078076702924018,Long-Term,9.787670245857218,Advanced,Medium,1.2,1871.81
Cultivator,Manure Spreader Model 1,Brand B,6,Fair,270,Hybrid,424,0.3282673380160612,Urban,0.9735022440897768,Short-Term,7.783476086469369,Basic,Medium,1.1,3996.86
Plough,Mower Model 41,Brand A,10,Fair,131,Hybrid,215,0.009376250296341149,Suburban,0.0032294578066870416,Short-Term,6.637622593897036,Intermediate,Low,1.0,1051.95
Manure Spreader,Sprayer Model 47,Brand D,9,New,33,Electric,358,0.8662591289645288,Rural,0.5110040768823867,Long-Term,9.543107993229643,Advanced,High,1.0,4313.47
Tractor,Combine Harvester Model 17,Brand B,8,Good,156,Diesel,256,0.24266830082835722,Urban,0.15716591642974975,Short-Term,14.326912043300236,Basic,Medium,1.3,1914.38
Seed Drill,Plough Model 28,Brand C,8,Fair,295,Hybrid,63,0.09054266173803083,Rural,0.08830302573544258,Short-Term,6.995302201288304,Intermediate,High,1.2,310.85
Sprayer,Harrow Model 47,Brand B,12,Fair,266,Diesel,113,0.6459238307142673,Urban,0.8197061444780293,Long-Term,11.266783206176617,Basic,Low,0.9,401.79
Tractor,Manure Spreader Model 6,Brand A,12,Good,22,Electric,303,0.9336993723277015,Suburban,0.10260287464989848,Long-Term,14.489936735652172,Advanced,Medium,1.3,3129.41
Seed Drill,Combine Harvester Model 26,Brand A,12,Good,74,Diesel,494,0.4407864033207264,Rural,0.33743405758841505,Short-Term,9.217181485004271,Basic,Low,1.2,5546.78
Seed Drill,Seed Drill Model 6,Brand A,2,Fair,276,Diesel,160,0.7425686484737625,Urban,0.3246952357724001,Long-Term,5.85693425306265,Advanced,Medium,1.2,1566.07
Cultivator,Manure Spreader Model 50,Brand B,2,Good,230,Electric,395,0.7981324556115016,Rural,0.16450136627966638,Short-Term,13.234580592481798,Basic,Medium,1.1,3373.28
Manure Spreader,Cultivator Model 28,Brand A,9,Fair,93,Hybrid,467,0.4596538760528902,Rural,0.08836603862516412,Short-Term,7.191606330287641,Basic,High,1.0,2851.47
Seed Drill,Plough Model 5,Brand B,2,Good,209,Hybrid,259,0.6230943722972595,Urban,0.6231758078144889,Short-Term,10.006860278575655,Advanced,Medium,1.2,4674.1
Combine Harvester,Sprayer Model 1,Brand B,2,Fair,136,Diesel,225,0.6993470269782447,Rural,0.5264886176037448,Long-Term,8.196411236216203,Basic,Medium,1.2,2148.37
Seed Drill,Cultivator Model 22,Brand D,13,Good,279,Electric,357,0.1716184658416413,Urban,0.8482933434561876,Short-Term,7.390382829777855,Basic,Low,1.2,2699.36
Cultivator,Sprayer Model 1,Brand D,2,Good,136,Diesel,295,0.44203498588370593,Rural,0.8378052233550001,Long-Term,7.625851475194441,Basic,High,1.1,3428.57
Manure Spreader,Tractor Model 9,Brand D,9,Fair,120,Electric,230,0.7637317934117033,Suburban,0.2649083571265126,Long-Term,11.379416852316362,Intermediate,High,1.0,837.52
Combine Harvester,Combine Harvester Model 19,Brand A,13,Good,170,Diesel,200,0.19953738985715674,Urban,0.5246645061602738,Short-Term,9.47763876365121,Intermediate,Medium,1.2,1877.36
Manure Spreader,Harrow Model 1,Brand D,3,Good,41,Diesel,445,0.39415107705585084,Urban,0.02900615860738265,Short-Term,8.984225127573577,Intermediate,High,1.0,5025.52
Cultivator,Harrow Model 26,Brand A,7,Fair,12,Hybrid,297,0.3720083480247015,Urban,0.10928221355669743,Short-Term,11.190737592785197,Basic,Low,1.1,2882.2
Cultivator,Cultivator Model 23,Brand B,8,Fair,68,Electric,324,0.9961241608031967,Urban,0.6857992949864761,Short-Term,14.795652194713043,Basic,Medium,1.1,3150.54
Sprayer,Mower Model 6,Brand C,10,Good,234,Diesel,257,0.4003011899267569,Suburban,0.4964528123120294,Short-Term,8.638814244017869,Basic,Low,0.9,1279.99
Tractor,Combine Harvester Model 41,Brand C,13,Good,209,Diesel,135,0.9169666554508767,Suburban,0.3899699293177169,Short-Term,10.001019185346767,Intermediate,High,1.3,965.98
Tractor,Tractor Model 47,Brand B,4,Good,208,Diesel,432,0.7605701207263709,Rural,0.34228203176620653,Short-Term,5.936530456057234,Intermediate,Medium,1.3,5680.84
Manure Spreader,Combine Harvester Model 43,Brand C,13,Fair,128,Hybrid,284,0.3605224689014457,Suburban,0.355317061236574,Short-Term,12.118415650324161,Advanced,Low,1.0,1680.16
Manure Spreader,Mower Model 33,Brand B,2,Good,78,Electric,319,0.4115050598342006,Rural,0.0964811220010593,Short-Term,10.77250272225153,Basic,High,1.0,3860.26
Manure Spreader,Mower Model 45,Brand C,10,Fair,169,Electric,133,0.24667897718451226,Urban,0.980721726675518,Long-Term,13.594601402128202,Basic,Low,1.0,531.73
Manure Spreader,Plough Model 41,Brand D,12,Fair,85,Electric,456,0.9545445608680596,Rural,0.31891676448406625,Short-Term,6.46753261697627,Basic,Medium,1.0,2400.66
Plough,Harrow Model 1,Brand C,9,Good,154,Hybrid,467,0.024188266504566625,Urban,0.013257319952157731,Long-Term,12.430301798188736,Intermediate,Medium,1.0,1700.46
Mower,Harrow Model 21,Brand D,11,Good,86,Diesel,413,0.5720178505190406,Suburban,0.7950498683532221,Short-Term,7.490308790589168,Basic,Low,0.8,3085.12
Combine Harvester,Plough Model 2,Brand B,10,Good,191,Hybrid,418,0.6125196798637389,Suburban,0.18960650683901825,Short-Term,7.977285029582864,Intermediate,High,1.2,2704.41
Plough,Harrow Model 17,Brand A,1,Good,14,Hybrid,131,0.25885577095585544,Rural,0.8224395764826894,Short-Term,7.692993967120572,Advanced,Low,1.0,5125.54
Seed Drill,Seed Drill Model 31,Brand D,3,Good,90,Hybrid,384,0.013023792860241246,Rural,0.8390586786048481,Long-Term,6.705328299696385,Advanced,Low,1.2,7309.54
Combine Harvester,Sprayer Model 48,Brand D,11,Fair,146,Electric,177,0.49769752368257947,Suburban,0.18766399435101944,Long-Term,8.197583215035511,Basic,Medium,1.2,571.58
Manure Spreader,Sprayer Model 30,Brand A,5,Good,25,Hybrid,448,0.24765888013635118,Urban,0.8986969765940449,Short-Term,12.468538880278004,Advanced,Medium,1.0,12690.51
Seed Drill,Harrow Model 46,Brand D,9,Good,82,Electric,63,0.9870923195554588,Rural,0.20604733462601887,Short-Term,14.667062687332905,Basic,Medium,1.2,456.87
Combine Harvester,Manure Spreader Model 6,Brand A,1,Good,81,Hybrid,245,0.33197027877596186,Suburban,0.825168784594938,Short-Term,8.003517666345013,Intermediate,High,1.2,7840.43
Sprayer,Plough Model 20,Brand C,2,Good,254,Diesel,496,0.9131357756370896,Suburban,0.7936195128406125,Short-Term,11.584333424387829,Intermediate,Medium,0.9,5526.35
Sprayer,Cultivator Model 18,Brand C,5,New,52,Hybrid,217,0.5256708700784745,Rural,0.5269206995132627,Short-Term,14.45876821240056,Basic,Medium,0.9,3144.41
Tractor,Combine Harvester Model 8,Brand C,8,Good,233,Diesel,73,0.7260493731367477,Rural,0.10628123512020882,Short-Term,10.47821999016332,Advanced,Medium,1.3,583.96
Plough,Combine Harvester Model 29,Brand A,14,Fair,102,Diesel,461,0.8132425918963356,Rural,0.6656410905842485,Short-Term,9.124448230275295,Basic,High,1.0,3648.04
Manure Spreader,Tractor Model 36,Brand D,13,Good,213,Electric,436,0.3867622353532584,Urban,0.8537724926974674,Long-Term,8.475388548791212,Advanced,Medium,1.0,2631.1
Combine Harvester,Cultivator Model 22,Brand C,11,Good,141,Hybrid,407,0.3039979306235556,Suburban,0.008909652267736767,Long-Term,12.423782589204006,Basic,High,1.2,1553.81
Plough,Sprayer Model 37,Brand A,13,Good,25,Diesel,56,0.07888911018663547,Urban,0.8383505671694761,Short-Term,10.064480335871659,Basic,Medium,1.0,827.48
Plough,Manure Spreader Model 15,Brand A,2,Good,177,Electric,193,0.6191743765191764,Rural,0.8841528500329102,Short-Term,10.276790052057585,Intermediate,High,1.0,3186.45
Combine Harvester,Manure Spreader Model 11,Brand C,7,Fair,80,Diesel,226,0.002961209761212835,Rural,0.6511977696801263,Short-Term,10.243499450433891,Basic,High,1.2,2442.63
Mower,Mower Model 32,Brand A,1,Good,88,Electric,379,0.24393267301092325,Urban,0.2471860500003633,Long-Term,12.700727638038922,Basic,Low,0.8,3342.42
Combine Harvester,Mower Model 22,Brand C,7,Good,188,Diesel,193,0.9390583196217476,Suburban,0.9202303890008702,Short-Term,13.733733936642217,Intermediate,Low,1.2,2118.48
Mower,Combine Harvester Model 39,Brand D,3,Poor,120,Electric,191,0.7109278383975505,Rural,0.8213565570191165,Long-Term,9.181421811030635,Intermediate,High,0.8,1006.56
Seed Drill,Cultivator Model 47,Brand A,5,Good,32,Diesel,89,0.7916068100269659,Urban,0.029775653201098096,Long-Term,14.57503902634848,Advanced,Medium,1.2,1151.86
Seed Drill,Plough Model 5,Brand A,1,Good,273,Diesel,68,0.777153706720061,Suburban,0.4079064680786817,Short-Term,9.995628323176572,Intermediate,High,1.2,1037.37
Tractor,Tractor Model 3,Brand A,14,Good,294,Hybrid,237,0.29144470144018486,Rural,0.13257751702665688,Short-Term,13.639416806323874,Intermediate,Medium,1.3,1537.5
Sprayer,Tractor Model 7,Brand C,13,Fair,144,Diesel,174,0.9943847213116693,Urban,0.0625796286077982,Short-Term,8.428010263221152,Basic,High,0.9,561.16
Harrow,Manure Spreader Model 6,Brand D,2,New,187,Electric,234,0.9921881986516414,Rural,0.7467098407656989,Short-Term,9.501848224481988,Intermediate,Medium,1.0,3310.26
Harrow,Plough Model 5,Brand D,1,Good,119,Electric,285,0.6892244611883859,Urban,0.2197794927389346,Short-Term,11.62684950547384,Intermediate,Low,1.0,3069.9
Plough,Harrow Model 40,Brand D,2,Good,212,Hybrid,452,0.8942604165542182,Suburban,0.9466577232331277,Long-Term,6.431513113409547,Advanced,Medium,1.0,5360.31
Cultivator,Sprayer Model 28,Brand B,5,Good,75,Electric,452,0.2813856682436465,Suburban,0.24636290417604967,Long-Term,12.144322752176656,Intermediate,Medium,1.1,4618.65
Cultivator,Manure Spreader Model 17,Brand B,10,Good,298,Hybrid,372,0.999922775259732,Rural,0.33888433582192456,Long-Term,6.808450176919472,Intermediate,Low,1.1,1904.15
Sprayer,Manure Spreader Model 33,Brand B,13,Fair,111,Electric,237,0.7397409921778895,Rural,0.39849507638199455,Short-Term,14.526982818406296,Intermediate,High,0.9,1233.55
Seed Drill,Combine Harvester Model 3,Brand C,7,Good,132,Diesel,479,0.8562208595217408,Urban,0.2121828968452374,Short-Term,12.316065577275385,Basic,High,1.2,3970.32
Tractor,Cultivator Model 2,Brand C,9,Fair,239,Electric,372,0.2748498492442193,Rural,0.8691624261709758,Short-Term,11.408439376555563,Intermediate,High,1.3,2869.94
Sprayer,Tractor Model 30,Brand D,8,Fair,140,Electric,50,0.9489470234644385,Urban,0.0780689460564511,Long-Term,5.05357257218622,Intermediate,High,0.9,158.12
Plough,Tractor Model 29,Brand C,8,Good,69,Hybrid,62,0.07713627206702711,Suburban,0.14069165169259357,Long-Term,5.819945059314719,Basic,High,1.0,402.72
Mower,Plough Model 14,Brand D,5,New,206,Hybrid,186,0.44588829820651266,Urban,0.06572616981345514,Long-Term,6.761151198942734,Intermediate,Medium,0.8,846.27
Tractor,Combine Harvester Model 7,Brand C,2,Poor,135,Diesel,262,0.19293544330081536,Suburban,0.5893938121215961,Short-Term,7.80743747922484,Basic,Medium,1.3,2691.98
Harrow,Combine Harvester Model 9,Brand B,12,Good,249,Hybrid,133,0.631233234707186,Rural,0.3238247536870057,Long-Term,8.386114008921092,Basic,High,1.0,539.8
Seed Drill,Harrow Model 46,Brand C,5,Good,38,Hybrid,55,0.2656928187591242,Suburban,0.4644967993101342,Long-Term,13.841661277822348,Intermediate,High,1.2,712.27
Tractor,Sprayer Model 46,Brand C,8,Good,69,Diesel,471,0.594645947426297,Urban,0.10995510067615855,Short-Term,12.639492487618261,Basic,High,1.3,4510.54
Harrow,Sprayer Model 39,Brand B,11,Good,257,Electric,50,0.27569877576348756,Urban,0.3354702278915014,Short-Term,14.003965077942148,Basic,High,1.0,243.25
Plough,Combine Harvester Model 45,Brand B,10,Good,22,Electric,489,0.8780394622053536,Suburban,0.2909747763541357,Long-Term,11.057826344967875,Intermediate,Low,1.0,3794.2
Seed Drill,Tractor Model 43,Brand C,4,Good,250,Hybrid,477,0.5803377307049983,Rural,0.5576548207277453,Short-Term,7.686768711309996,Basic,Low,1.2,5373.22
Cultivator,Harrow Model 37,Brand C,8,Fair,152,Hybrid,388,0.2653967502752006,Rural,0.9139466410173636,Short-Term,6.7157170432499536,Intermediate,Low,1.1,3621.08
Manure Spreader,Sprayer Model 23,Brand C,9,Good,24,Hybrid,279,0.642901393469538,Urban,0.2143234696361016,Long-Term,7.40332575255408,Basic,Low,1.0,1977.77
Tractor,Mower Model 49,Brand C,4,Good,46,Electric,93,0.3397196144607114,Urban,0.04476428043708436,Long-Term,14.451088885614077,Intermediate,High,1.3,955.78
Tractor,Combine Harvester Model 10,Brand D,3,Good,13,Hybrid,449,0.49952285625354986,Urban,0.24710153238170707,Short-Term,9.785083547184856,Basic,Low,1.3,7766.55
Manure Spreader,Plough Model 45,Brand B,14,Good,49,Electric,72,0.29607603089219203,Rural,0.7991128423588167,Short-Term,10.21491577113691,Intermediate,Medium,1.0,972.82
Seed Drill,Mower Model 28,Brand A,6,Good,218,Hybrid,346,0.8411078951888816,Urban,0.26163486187940455,Short-Term,11.796539791684278,Advanced,Medium,1.2,3970.58
Manure Spreader,Seed Drill Model 48,Brand A,1,Fair,115,Diesel,105,0.9013853304361329,Rural,0.4912198703327523,Short-Term,7.915930427855649,Basic,High,1.0,1375.44
Harrow,Combine Harvester Model 23,Brand D,4,Good,61,Electric,270,0.9283363529333098,Rural,0.2731191966883849,Short-Term,7.42745475976195,Basic,High,1.0,3121.03
Tractor,Harrow Model 19,Brand B,13,Fair,58,Diesel,101,0.2971111294629223,Urban,0.8988956802817802,Short-Term,11.997381618185267,Basic,Medium,1.3,1195.89
Harrow,Seed Drill Model 19,Brand C,9,Good,206,Diesel,96,0.4150701095075925,Rural,0.48950611126323895,Short-Term,12.394244549192713,Basic,Low,1.0,539.14
Cultivator,Sprayer Model 34,Brand D,11,Good,151,Diesel,264,0.4074252448516932,Urban,0.6855215941764795,Long-Term,7.744787018053691,Basic,Low,1.1,1457.63
Combine Harvester,Plough Model 23,Brand C,6,Good,69,Electric,244,0.059881172623661105,Suburban,0.5602109599740815,Short-Term,6.766005561669046,Basic,Medium,1.2,3975.88
Combine Harvester,Plough Model 50,Brand C,10,Fair,263,Electric,57,0.39441214516671885,Rural,0.4976287293526128,Long-Term,8.161402935229173,Intermediate,High,1.2,236.57
Harrow,Tractor Model 19,Brand B,12,Poor,142,Electric,158,0.2757185726077451,Suburban,0.2833337844550684,Short-Term,14.34447135006214,Advanced,High,1.0,679.39
Harrow,Manure Spreader Model 45,Brand D,5,Good,284,Diesel,113,0.5780133652585484,Urban,0.6178498485373158,Long-Term,8.923879147671112,Basic,High,1.0,680.71
Harrow,Plough Model 14,Brand B,10,Fair,61,Diesel,236,0.3746414820853443,Rural,0.28522057512738186,Short-Term,6.105318400796281,Basic,Medium,1.0,1617.46
Mower,Tractor Model 28,Brand A,10,Good,200,Diesel,432,0.37194674768108493,Urban,0.8952161618596083,Long-Term,13.80939854187034,Basic,High,0.8,1960.47
Manure Spreader,Tractor Model 35,Brand C,6,Fair,14,Hybrid,282,0.17776096393641339,Suburban,0.46950889954904174,Short-Term,12.954753525090918,Basic,High,1.0,2834.67
Seed Drill,Tractor Model 42,Brand B,10,Good,189,Electric,161,0.3674102761827135,Rural,0.30258408691890215,Short-Term,12.184797845511994,Intermediate,High,1.2,1048.33
Mower,Combine Harvester Model 14,Brand C,4,Good,131,Electric,241,0.8042192888418161,Rural,0.8819690752110714,Long-Term,10.899974702867082,Basic,High,0.8,1973.64
Manure Spreader,Harrow Model 27,Brand A,13,Good,40,Diesel,158,0.6524146666386803,Rural,0.2151427153096429,Long-Term,10.816710505942584,Advanced,Low,1.0,1416.58
Harrow,Tractor Model 48,Brand D,3,Good,131,Electric,113,0.2922123395614662,Rural,0.2956488034732182,Short-Term,11.934034048069707,Intermediate,Medium,1.0,1093.38
Tractor,Harrow Model 13,Brand A,7,Good,28,Hybrid,456,0.5561271155595969,Suburban,0.15975543954304494,Long-Term,9.06824613749205,Basic,Medium,1.3,5446.89
Plough,Combine Harvester Model 4,Brand B,9,Good,184,Diesel,222,0.9447556649329392,Urban,0.4346429041195563,Long-Term,9.704297011219424,Intermediate,High,1.0,1151.33
Cultivator,Manure Spreader Model 4,Brand D,10,Good,265,Electric,301,0.37603005571543857,Urban,0.9924438402578661,Short-Term,9.795761429975768,Intermediate,Medium,1.1,2360.77
Combine Harvester,Plough Model 41,Brand D,9,New,179,Hybrid,391,0.1250668878801795,Urban,0.24948213397332786,Short-Term,7.043595965269285,Basic,High,1.2,2819.25
Harrow,Plough Model 29,Brand B,9,Fair,95,Electric,378,0.5164903065558688,Suburban,0.10360165825593559,Short-Term,8.608524017785594,Basic,Medium,1.0,2072.41
Manure Spreader,Seed Drill Model 39,Brand C,12,Fair,295,Electric,441,0.9574528023606241,Rural,0.31250073364087194,Long-Term,6.994897004602196,Intermediate,Low,1.0,1366.8
Plough,Combine Harvester Model 31,Brand C,1,Poor,43,Electric,211,0.11164132209358246,Suburban,0.49138898480597615,Short-Term,5.166601641150841,Intermediate,High,1.0,2672.43
Mower,Tractor Model 15,Brand C,4,Good,127,Electric,101,0.6965670090883606,Suburban,0.6843255209994482,Long-Term,7.757059997504184,Intermediate,High,0.8,881.22
Manure Spreader,Sprayer Model 44,Brand A,6,Poor,235,Hybrid,389,0.0412290024086851,Rural,0.2732572037381732,Long-Term,6.2617788861338495,Intermediate,Low,1.0,1549.39
Combine Harvester,Combine Harvester Model 25,Brand C,13,Good,271,Hybrid,67,0.17866481387214928,Urban,0.7445884467196107,Short-Term,8.349944639047896,Intermediate,Low,1.2,573.78
Tractor,Cultivator Model 47,Brand C,12,New,161,Hybrid,355,0.5701210397876741,Suburban,0.04590042406906758,Long-Term,6.550781289365685,Basic,Medium,1.3,1946.59
Tractor,Cultivator Model 1,Brand C,10,Good,139,Electric,310,0.8547219974424077,Urban,0.03381485772991544,Short-Term,7.29361748136601,Basic,High,1.3,1957.89
Cultivator,Mower Model 34,Brand B,11,Good,154,Hybrid,495,0.8961545042778836,Suburban,0.660999483814608,Long-Term,5.082826286536445,Intermediate,High,1.1,3752.1
Sprayer,Tractor Model 9,Brand C,2,Fair,10,Electric,292,0.7207460118773374,Urban,0.2319746857032451,Long-Term,10.990362940814158,Basic,Low,0.9,2250.1
Combine Harvester,Mower Model 39,Brand D,11,Fair,65,Hybrid,369,0.9934357355838274,Suburban,0.7660834298220437,Short-Term,8.232321868286565,Basic,Low,1.2,3234.24
Cultivator,Tractor Model 28,Brand A,10,Good,100,Diesel,136,0.5445256951301896,Suburban,0.48266836192362983,Short-Term,8.902294432909677,Intermediate,High,1.1,1564.11
Manure Spreader,Manure Spreader Model 48,Brand D,14,Fair,85,Hybrid,249,0.9979030229880335,Urban,0.5095573186648173,Long-Term,6.999706724597106,Basic,Medium,1.0,1114.09
Plough,Combine Harvester Model 4,Brand D,1,Fair,173,Diesel,192,0.7681711849310404,Suburban,0.20694519510651788,Long-Term,14.192553858795693,Intermediate,Low,1.0,850.76
Seed Drill,Plough Model 50,Brand B,11,Good,298,Electric,342,0.4908756595916939,Suburban,0.1827636641999255,Short-Term,6.539537888257042,Basic,Medium,1.2,2055.24
Sprayer,Plough Model 45,Brand C,2,Fair,230,Diesel,494,0.5483186007750149,Urban,0.5661495328494011,Short-Term,11.982879571842474,Advanced,Low,0.9,4224.82
Manure Spreader,Seed Drill Model 15,Brand B,3,Poor,245,Electric,359,0.12214554144785972,Suburban,0.07736066572529965,Short-Term,10.799501659847527,Intermediate,Low,1.0,1644.03
Plough,Mower Model 43,Brand D,7,Good,162,Electric,86,0.8829150012346609,Suburban,0.496746539283064,Short-Term,9.000769552891734,Intermediate,High,1.0,676.64
Manure Spreader,Sprayer Model 14,Brand A,1,Fair,132,Diesel,290,0.3468820351163753,Rural,0.08156563881357659,Short-Term,7.930510318595225,Advanced,High,1.0,3337.33
Manure Spreader,Seed Drill Model 16,Brand C,8,Good,258,Hybrid,112,0.886332127823309,Urban,0.8743934717713092,Short-Term,13.457374521477712,Intermediate,High,1.0,928.62
